",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"ASV6134,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",NA,NA"
"ASV6135,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptococcaceae"",""Desulfosporosinus"",NA"
"ASV6136,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Actinomycetales"",""Actinomycetaceae"",NA,NA"
"ASV6137,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caulobacterales"",""Caulobacteraceae"",NA,NA"
"ASV6138,""Bacteria"",""Chloroflexi"",""Anaerolineae"",""Ardenticatenales"",""Ardenticatenaceae"",NA,NA"
"ASV6139,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",NA,NA"
"ASV6140,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",NA,NA,NA,NA"
"ASV6141,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Aeromicrobium"",NA"
"ASV6142,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6143,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptococcaceae"",""Peptococcus"",NA"
"ASV6144,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Paenibacillaceae"",""Paenibacillus"",NA"
"ASV6145,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Kitasatospora"",NA"
"ASV6146,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Actinomycetales"",""Actinomycetaceae"",NA,NA"
"ASV6147,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Flavobacteriaceae"",""Flavobacterium"",NA"
"ASV6148,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Xanthobacteraceae"",""Afipia"",NA"
"ASV6149,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Corticibacterium"",NA"
"ASV6150,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV6151,""Bacteria"",""Chloroflexi"",""JG30-KF-CM66"",NA,NA,NA,NA"
"ASV6152,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Trueperaceae"",""Truepera"",NA"
"ASV6153,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Craurococcus"",NA"
"ASV6154,""Bacteria"",""Chloroflexi"",NA,NA,NA,NA,NA"
"ASV6155,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Anaplasmataceae"",""Wolbachia"",NA"
"ASV6156,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6157,""Bacteria"",""Verrucomicrobia"",""Verrucomicrobiae"",""Chthoniobacterales"",NA,NA,NA"
"ASV6158,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV6159,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Aureimonas"",NA"
"ASV6160,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Xanthomonadaceae"",""Lysobacter"",NA"
"ASV6161,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6162,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6163,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Propionibacteriaceae"",""Cutibacterium"",""acnes"""
"ASV6164,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6165,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",NA"
"ASV6166,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XIII"",""Family_XIII_AD3011_group"",NA"
"ASV6167,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",""Slackia"",NA"
"ASV6168,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",NA,NA"
"ASV6169,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Dyadobacter"",NA"
"ASV6170,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",""wittichii"""
"ASV6171,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",NA,NA"
"ASV6172,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Streptococcaceae"",""Lactococcus"",""raffinolactis"""
"ASV6173,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",NA,NA"
"ASV6174,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6175,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV6176,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",NA,NA"
"ASV6177,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Kineosporia"",NA"
"ASV6178,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Rhodanobacteraceae"",NA,NA"
"ASV6179,""Bacteria"",NA,NA,NA,NA,NA,NA"
"ASV6180,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6181,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodobacterales"",""Rhodobacteraceae"",""Pseudorhodobacter"",NA"
"ASV6182,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV6183,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Oligoflexales"",""0319-6G20"",NA,NA"
"ASV6184,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",NA,NA"
"ASV6185,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV6186,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Buchnera"",""aphidicola"""
"ASV6187,""Bacteria"",NA,NA,NA,NA,NA,NA"
"ASV6188,""Bacteria"",""Firmicutes"",""Limnochordia"",""Limnochordales"",""Limnochordaceae"",NA,NA"
"ASV6189,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
"ASV6190,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Bdellovibrionales"",""Bdellovibrionaceae"",""Bdellovibrio"",NA"
"ASV6191,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Caldalkalibacillus"",NA"
"ASV6192,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Acidobacteriales"",""Acidobacteriaceae_(Subgroup_1)"",""Edaphobacter"",NA"
"ASV6193,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Microscillaceae"",""Chryseolinea"",NA"
"ASV6194,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV6195,""Bacteria"",""FBP"",NA,NA,NA,NA,NA"
"ASV6196,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6197,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Methyloligellaceae"",NA,NA"
"ASV6198,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV6199,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6200,""Bacteria"",""Firmicutes"",""Limnochordia"",""Limnochordales"",""Limnochordaceae"",NA,NA"
"ASV6201,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",NA,NA"
"ASV6202,""Bacteria"",""Chlamydiae"",""Chlamydiae"",""Chlamydiales"",""Parachlamydiaceae"",NA,NA"
"ASV6203,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6204,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV6205,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV6206,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6207,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""CCD24"",NA,NA,NA"
"ASV6208,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",NA,NA"
"ASV6209,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",NA,NA,NA,NA"
"ASV6210,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV6211,""Bacteria"",""Gemmatimonadetes"",""Longimicrobia"",""Longimicrobiales"",""Longimicrobiaceae"",NA,NA"
"ASV6212,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",NA,NA"
"ASV6213,""Bacteria"",NA,NA,NA,NA,NA,NA"
"ASV6214,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV6215,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV6216,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Glycomycetales"",""Glycomycetaceae"",""Glycomyces"",NA"
"ASV6217,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV6218,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Aerococcaceae"",""Ignavigranum"",NA"
"ASV6219,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Rhodanobacteraceae"",""Dokdonella"",""immobilis"""
"ASV6220,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Janthinobacterium"",NA"
"ASV6221,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6222,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Conexibacter"",NA"
"ASV6223,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Thermales"",""Thermaceae"",""Thermus"",NA"
"ASV6224,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV6225,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caulobacterales"",""Caulobacteraceae"",NA,NA"
"ASV6226,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Herpetosiphonaceae"",""Herpetosiphon"",NA"
"ASV6227,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV6228,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Roseomonas"",NA"
"ASV6229,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6230,""Bacteria"",""Chloroflexi"",NA,NA,NA,NA,NA"
"ASV6231,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caulobacterales"",""Caulobacteraceae"",NA,NA"
"ASV6232,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6233,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Corticibacterium"",""populi"""
"ASV6234,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6235,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Thermoactinomycetaceae"",""Thermoflavimicrobium"",NA"
"ASV6236,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6237,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Bdellovibrionales"",""Bdellovibrionaceae"",""Bdellovibrio"",NA"
"ASV6238,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodobacterales"",""Rhodobacteraceae"",""Paracoccus"",NA"
"ASV6239,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Bogoriellaceae"",""Georgenia"",NA"
"ASV6240,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Acidobacteriales"",""Acidobacteriaceae_(Subgroup_1)"",""Granulicella"",NA"
"ASV6241,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV6242,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6243,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium_5"",NA"
"ASV6244,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Geodermatophilaceae"",""Modestobacter"",""versicolor"""
"ASV6245,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",""Iamiaceae"",""Iamia"",NA"
"ASV6246,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV6247,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Frankiaceae"",""Jatrophihabitans"",NA"
"ASV6248,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Acidobacteriales"",""Acidobacteriaceae_(Subgroup_1)"",""Terriglobus"",NA"
"ASV6249,""Bacteria"",""Fusobacteria"",""Fusobacteriia"",""Fusobacteriales"",""Leptotrichiaceae"",""Leptotrichia"",NA"
"ASV6250,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV6251,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Xanthomonadaceae"",NA,NA"
"ASV6252,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV6253,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",""Frankiaceae"",""Jatrophihabitans"",NA"
"ASV6254,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""XZXXH163"",NA"
"ASV6255,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodobacterales"",""Rhodobacteraceae"",NA,NA"
"ASV6256,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6257,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",NA,NA"
"ASV6258,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV6259,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",""Kouleothrix"",NA"
"ASV6260,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Kallotenuales"",""AKIW781"",NA,NA"
"ASV6261,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Xanthomonadaceae"",NA,NA"
"ASV6262,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Gracilibacillus"",NA"
"ASV6263,""Bacteria"",""FBP"",NA,NA,NA,NA,NA"
"ASV6264,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Plantactinospora"",NA"
"ASV6265,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Amnibacterium"",NA"
"ASV6266,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6267,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"ASV6268,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Solibacillus"",NA"
"ASV6269,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",NA,NA,NA,NA"
"ASV6270,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",NA,NA,NA,NA"
"ASV6271,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6272,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6273,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Bogoriellaceae"",""Georgenia"",NA"
"ASV6274,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",NA,NA,NA"
"ASV6275,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV6276,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Thermomonosporaceae"",NA,NA"
"ASV6277,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Azohydromonas"",NA"
"ASV6278,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",NA,NA"
"ASV6279,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Nocardiaceae"",""Williamsia"",NA"
"ASV6280,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Rhizobacter"",NA"
"ASV6281,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6282,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",NA,NA"
"ASV6283,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""67-14"",NA,NA"
"ASV6284,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",NA,NA,NA"
"ASV6285,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6286,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV6287,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",NA,NA,NA,NA"
"ASV6288,""Bacteria"",""Actinobacteria"",NA,NA,NA,NA,NA"
"ASV6289,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",NA,NA"
"ASV6290,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Oligoflexales"",""0319-6G20"",NA,NA"
"ASV6291,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV6292,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6293,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",NA,NA,NA"
"ASV6294,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodospirillales"",""Rhodopirillaceae"",""Defluviicoccus"",NA"
"ASV6295,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Ferruginibacter"",NA"
"ASV6296,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Mesorhizobium"",NA"
"ASV6297,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Pseudonocardia"",NA"
"ASV6298,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Citricoccus"",NA"
"ASV6299,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Nocardiopsaceae"",""Thermobifida"",NA"
"ASV6300,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",NA,NA"
"ASV6301,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Bdellovibrionales"",""Bdellovibrionaceae"",""Bdellovibrio"",NA"
"ASV6302,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Asaia"",NA"
"ASV6303,""Bacteria"",""Chloroflexi"",""Dehalococcoidia"",""S085"",NA,NA,NA"
"ASV6304,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV6305,""Bacteria"",""Chloroflexi"",""AD3"",NA,NA,NA,NA"
"ASV6306,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",NA,NA,NA"
"ASV6307,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotellaceae_NK3B31_group"",NA"
"ASV6308,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV6309,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6310,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Roseburia"",NA"
"ASV6311,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6312,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Acidobacteriales"",""Acidobacteriaceae_(Subgroup_1)"",""Edaphobacter"",NA"
"ASV6313,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_13"",NA"
"ASV6314,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",NA"
"ASV6315,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptococcaceae"",""Desulfosporosinus"",NA"
"ASV6316,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Qipengyuania"",NA"
"ASV6317,""Bacteria"",""Chloroflexi"",""TK10"",NA,NA,NA,NA"
"ASV6318,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV6319,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Methylophilaceae"",""Methylotenera"",NA"
"ASV6320,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Flavisolibacter"",NA"
"ASV6321,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""Haliangiaceae"",""Haliangium"",NA"
"ASV6322,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",NA,NA,NA"
"ASV6323,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",NA,NA"
"ASV6324,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caulobacterales"",""Caulobacteraceae"",""Caulobacter"",NA"
"ASV6325,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Pseudonocardia"",""petroleophila"""
"ASV6326,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Saccharomonospora"",NA"
"ASV6327,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Pontibacter"",NA"
"ASV6328,""Bacteria"",""Chloroflexi"",""JG30-KF-CM66"",NA,NA,NA,NA"
"ASV6329,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Christensenellaceae"",""Christensenellaceae_R-7_group"",NA"
"ASV6330,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",""Saccharimonadaceae"",NA,NA"
"ASV6331,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Lysinibacillus"",NA"
"ASV6332,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Marvinbryantia"",NA"
"ASV6333,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV6334,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6335,""Bacteria"",""Actinobacteria"",""MB-A2-108"",NA,NA,NA,NA"
"ASV6336,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",NA,NA,NA"
"ASV6337,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Oryzihumus"",NA"
"ASV6338,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",NA,NA"
"ASV6339,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6340,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6341,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",""tateyamensis"""
"ASV6342,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6343,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodospirillales"",""Rhodopirillaceae"",""Defluviicoccus"",NA"
"ASV6344,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
